"filename", "language", "TypeScript", "TypeScript JSX", "JSON", "HTML", "XML", "PostCSS", "Markdown", "JavaScript", "comment", "blank", "total"
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\orderNavigationGuard.test.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 3, 6, 36
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\orderNavigationGuard.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 11, 4, 27
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\orderSaveOrchestration.test.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 9, 96
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\orderSaveOrchestration.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 14, 7, 47
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\orders.tsx", "TypeScript JSX", 0, 1226, 0, 0, 0, 0, 0, 0, 41, 123, 1390
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\platform\PlatformOrgCreatePage.tsx", "TypeScript JSX", 0, 269, 0, 0, 0, 0, 0, 0, 23, 31, 323
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\dashboard.tsx", "TypeScript JSX", 0, 312, 0, 0, 0, 0, 0, 0, 0, 24, 336
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\documents.tsx", "TypeScript JSX", 0, 83, 0, 0, 0, 0, 0, 0, 0, 8, 91
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\invoice-detail.tsx", "TypeScript JSX", 0, 261, 0, 0, 0, 0, 0, 0, 0, 24, 285
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\invoices.tsx", "TypeScript JSX", 0, 104, 0, 0, 0, 0, 0, 0, 0, 14, 118
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\my-orders.tsx", "TypeScript JSX", 0, 109, 0, 0, 0, 0, 0, 0, 0, 12, 121
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\my-quotes.tsx", "TypeScript JSX", 0, 95, 0, 0, 0, 0, 0, 0, 0, 13, 108
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\order-detail.tsx", "TypeScript JSX", 0, 254, 0, 0, 0, 0, 0, 0, 0, 16, 270
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\portal-proof.tsx", "TypeScript JSX", 0, 622, 0, 0, 0, 0, 0, 0, 32, 49, 703
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\proof-detail.tsx", "TypeScript JSX", 0, 183, 0, 0, 0, 0, 0, 0, 0, 13, 196
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\proofs.tsx", "TypeScript JSX", 0, 89, 0, 0, 0, 0, 0, 0, 0, 9, 98
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\quote-checkout.tsx", "TypeScript JSX", 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\portal\quote-detail.tsx", "TypeScript JSX", 0, 315, 0, 0, 0, 0, 0, 0, 0, 18, 333
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\prepress.tsx", "TypeScript JSX", 0, 495, 0, 0, 0, 0, 0, 0, 20, 37, 552
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\privacy.tsx", "TypeScript JSX", 0, 259, 0, 0, 0, 0, 0, 0, 0, 13, 272
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\product-builder-v2.tsx", "TypeScript JSX", 0, 19, 0, 0, 0, 0, 0, 0, 6, 5, 30
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\production-job-detail.tsx", "TypeScript JSX", 0, 735, 0, 0, 0, 0, 0, 0, 33, 64, 832
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\production-ticket.tsx", "TypeScript JSX", 0, 313, 0, 0, 0, 0, 0, 0, 34, 26, 373
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\production.tsx", "TypeScript JSX", 0, 248, 0, 0, 0, 0, 0, 0, 14, 29, 291
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\products.tsx", "TypeScript JSX", 0, 2919, 0, 0, 0, 0, 0, 0, 72, 123, 3114
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\purchase-order-detail.tsx", "TypeScript JSX", 0, 83, 0, 0, 0, 0, 0, 0, 0, 8, 91
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\purchase-orders.tsx", "TypeScript JSX", 0, 156, 0, 0, 0, 0, 0, 0, 0, 9, 165
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\quote-detail.tsx", "TypeScript JSX", 0, 505, 0, 0, 0, 0, 0, 0, 9, 28, 542
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\quote-editor.tsx", "TypeScript JSX", 0, 31, 0, 0, 0, 0, 0, 0, 9, 10, 50
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\reports.tsx", "TypeScript JSX", 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\reset-password.tsx", "TypeScript JSX", 0, 219, 0, 0, 0, 0, 0, 0, 0, 21, 240
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\set-password.tsx", "TypeScript JSX", 0, 173, 0, 0, 0, 0, 0, 0, 4, 17, 194
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\SettingsLayout.tsx", "TypeScript JSX", 0, 1624, 0, 0, 0, 0, 0, 0, 9, 144, 1777
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\SetupSettings.tsx", "TypeScript JSX", 0, 172, 0, 0, 0, 0, 0, 0, 6, 15, 193
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\admin-tools.tsx", "TypeScript JSX", 0, 604, 0, 0, 0, 0, 0, 0, 29, 45, 678
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\email.tsx", "TypeScript JSX", 0, 367, 0, 0, 0, 0, 0, 0, 15, 28, 410
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\integrations.tsx", "TypeScript JSX", 0, 1723, 0, 0, 0, 0, 0, 0, 39, 106, 1868
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\pricing-formulas.tsx", "TypeScript JSX", 0, 1462, 0, 0, 0, 0, 0, 0, 25, 92, 1579
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\product-types.tsx", "TypeScript JSX", 0, 487, 0, 0, 0, 0, 0, 0, 4, 27, 518
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\storage.tsx", "TypeScript JSX", 0, 990, 0, 0, 0, 0, 0, 0, 0, 77, 1067
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\settings\users.tsx", "TypeScript JSX", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\support.tsx", "TypeScript JSX", 0, 190, 0, 0, 0, 0, 0, 0, 5, 10, 205
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\terms.tsx", "TypeScript JSX", 0, 195, 0, 0, 0, 0, 0, 0, 0, 15, 210
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\titan-dashboard.tsx", "TypeScript JSX", 0, 76, 0, 0, 0, 0, 0, 0, 1, 10, 87
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\user-management.tsx", "TypeScript JSX", 0, 435, 0, 0, 0, 0, 0, 0, 9, 23, 467
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\vendor-detail.tsx", "TypeScript JSX", 0, 87, 0, 0, 0, 0, 0, 0, 0, 8, 95
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\pages\vendors.tsx", "TypeScript JSX", 0, 129, 0, 0, 0, 0, 0, 0, 0, 10, 139
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\tests\orderProofStatus.test.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 12, 98
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\tests\productionBoard.test.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 12, 68
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\tests\proofingNavigation.test.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 9, 67
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\tests\proofingQueueControls.test.ts", "TypeScript", 150, 0, 0, 0, 0, 0, 0, 0, 0, 7, 157
"c:\Users\dale9\Downloads\QuoteVaultPro\client\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"Total", "-", 16429, 115428, 21, 28, 79, 1112, 233, 41, 5586, 12187, 151144
